time_s,total_Fx_N_min,total_Fx_N_max,total_Fx_N_valid_scenarios,total_Fz_N_min,total_Fz_N_max,total_Fz_N_valid_scenarios,left_ankle_Nm_min,left_ankle_Nm_max,left_ankle_Nm_valid_scenarios,left_knee_Nm_min,left_knee_Nm_max,left_knee_Nm_valid_scenarios,left_hip_Nm_min,left_hip_Nm_max,left_hip_Nm_valid_scenarios,right_ankle_Nm_min,right_ankle_Nm_max,right_ankle_Nm_valid_scenarios,right_knee_Nm_min,right_knee_Nm_max,right_knee_Nm_valid_scenarios,right_hip_Nm_min,right_hip_Nm_max,right_hip_Nm_valid_scenarios
2.860644,40.827736967641506,74.28490720227745,15,868.929679892182,970.9909739593785,15,-30.440871001285355,15.162110803491146,15,-7.16725555206938,92.39754199517448,15,-109.64111261412744,-34.761668508058776,15,-92.52193188071146,2.0981548811744366,15,8.132473659080656,59.03284101631655,15,-108.25389684125737,16.47740675448955,15
2.893978,49.834802368367576,72.68383176323817,14,921.8475613211097,1030.0583342992013,14,-29.018127832755347,18.63963189212256,14,-1.436960147398306,122.00526036980449,14,-106.58722362397407,-47.02596055381949,14,-90.26440310349389,2.222976994961596,14,9.05361238439209,64.25433884459419,14,-97.26881940059901,15.925366197661967,14
2.9273,26.824556244859554,52.73913804311273,14,972.7552090961343,1086.8778522693049,14,-36.65494121847806,22.731868382323988,14,11.104361033980727,163.36551277808215,14,-98.9460600990466,-60.54043681891156,14,-81.13948967657913,1.515365290903487,14,1.6985442815772722,68.39002278571016,14,-70.73818490740399,13.630225400886687,14
2.960633,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1
2.993967,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.0273,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.060633,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.093967,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.1273,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.160633,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.193956,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.227289,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.260622,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.293956,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.327289,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.360622,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.393956,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.427289,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.460622,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.493956,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0
3.527278,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,0
3.560611,-76.6084338579141,-62.679627701929526,14,688.6421549107292,769.5919281469817,14,,,1,,,1,,,1,,,1,,,1,,,1
3.593944,-111.27280411873414,-84.27982587583517,14,771.4909328572721,862.163938648567,14,,,2,,,2,,,2,,,2,,,2,,,2
3.627278,-136.54926233991947,-55.61586264300349,15,829.1102094845259,943.8228097135727,15,-99.45095383323189,-53.26916195334245,13,-1.5193050109198651,73.80169836028298,13,-59.00929913662738,-3.863046685147509,13,-20.25504583776684,-0.11829274284405032,13,1.277340137152751,26.653772614792796,13,-1.583637224413759,34.308416301224376,13
